__id__,__tags_type__,__tags_tags_applied_at__,__tags_tags_id__,__tags_tags_name__,__tags_tags_type__,__tags_tags_applied_by_id__,__tags_tags_applied_by_type__,__tags_tags__
20676600003372,tag.list,1600688603,2158368,Browser related – Microsoft Edge,tag,3543040,admin,NULL
20676600135795,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600215506,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600382625,tag.list,1661416275,7231758,add staff,tag,5550784,admin,NULL
25199283173,tag.list,1577699388,2158656,Request - Multi Org Login,tag,3061887,admin,NULL
20676601358698,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601460423,tag.list,1720009711,9578413,Authorised To Request Resident Transfers,tag,762290,admin,NULL
20676600191808,tag.list,1640763686,4061722,Feature/Product Confusion - Uploading Profile Photo / Picture,tag,3747084,admin,NULL
20676600200132,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600448805,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19527047092,tag.list,1542124247,2172446,Feature/Product Confusion - Creating New Carer/Resident,tag,424810,admin,NULL
20676600177016,tag.list,1638285752,6067661,serverdown301121,tag,3747084,admin,NULL
20676600177016,tag.list,1638285752,6067661,serverdown301121,tag,4412924,admin,NULL
20676600899879,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601303470,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600000118,tag.list,1592570423,4163009,Request New Feature - RESTORE2 and NEWS2,tag,424810,admin,NULL
20676600454842,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600519528,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600776893,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601198278,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601411649,tag.list,1718790250,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601471862,tag.list,1721135670,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676601471862,tag.list,1721135670,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601471862,tag.list,1721135671,9578413,Authorised To Request Resident Transfers,tag,762290,admin,NULL
24717402968,tag.list,1574771121,2158656,Request - Multi Org Login,tag,424810,admin,NULL
19780155360,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600002465,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600026574,tag.list,1610105685,2158412,Feature/product confusion - Critical Info/Resident Dashboard,tag,424810,admin,NULL
20676600238668,tag.list,1649671885,2172446,Feature/Product Confusion - Creating New Carer/Resident,tag,5185998,admin,NULL
20676600378735,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600713132,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601020462,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601291525,tag.list,1711987838,2158656,Request - Multi Org Login,tag,762290,admin,NULL
20676600929038,tag.list,1693380852,8379363,Device - Purchase,tag,4412924,admin,NULL
20676601097355,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601196190,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600002418,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600064787,tag.list,1619010986,3546110,CIC - General Query,tag,762290,admin,NULL
20676600145797,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600947188,tag.list,1694631350,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601350138,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15085864098,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601456031,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600011344,tag.list,1606739716,2162921,Reporting - How to create reports,tag,3543040,admin,NULL
20676600177319,tag.list,1638287660,6067661,serverdown301121,tag,3747084,admin,NULL
20676600315166,tag.list,1656076812,5859886,NEW USER WITHIN 7 DAYS,tag,762290,admin,NULL
20676600315166,tag.list,1656310679,4155670,Request New Feature - Ability to Spin Profile Pics as well as Scale,tag,4460916,admin,NULL
20676600388441,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601204649,tag.list,1709120978,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601234896,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601356838,tag.list,1714729807,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601356838,tag.list,1714729807,8743420,CarePlanner [Plug-In],tag,762290,admin,NULL
20876408826,tag.list,1550508579,2394042,Feature/Product confusion - Care Plan on Handheld,tag,424810,admin,NULL
21539144508,tag.list,1554735926,2158656,Request - Multi Org Login,tag,3061887,admin,NULL
26512111445,tag.list,1586165384,3435909,Feature/Product confusion Release 25/11/19 Device Mngt &amp; Import CP Template,tag,3061887,admin,NULL
20676600267907,tag.list,1652367636,5859886,NEW USER WITHIN 7 DAYS,tag,762290,admin,NULL
20676600682072,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601271134,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601335374,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600005057,tag.list,1604913381,2161368,Request - Resident Home Transfer,tag,3747084,admin,NULL
20676600514509,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600531113,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600795688,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601358123,tag.list,1714993685,5859886,NEW USER WITHIN 7 DAYS,tag,762290,admin,NULL
20676601358123,tag.list,1714993685,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676601358123,tag.list,1714993685,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601457155,tag.list,1719841419,8379310,Feature/Product Confusion - Creating an Interaction,tag,762290,admin,NULL
20676600000415,tag.list,1593515734,2772715,Organisation Interactions - Request new Organisation Interaction,tag,424810,admin,NULL
20676600168687,tag.list,1636651799,5999800,slowdown11 11 21,tag,3747084,admin,NULL
20676600169306,tag.list,1636734884,2158406,Feature/product confusion – Room Numbers,tag,4460916,admin,NULL
20676600308689,tag.list,1655481947,2158403,Feature/Product Confusion - Device Management,tag,4460916,admin,NULL
20676600308759,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600694176,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600958630,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601070707,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601236283,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601237874,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600962137,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25514555906,tag.list,1579883571,3649422,CIC - Quick Close Tags Requested,tag,424810,admin,NULL
11070951846,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600143252,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600284475,tag.list,1654518144,2201804,Request - New Feature - group closing adhoc,tag,4460916,admin,NULL
20676600340484,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600477689,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600597938,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601240085,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601454956,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601456124,tag.list,1719831774,9578413,Authorised To Request Resident Transfers,tag,762290,admin,NULL
20676601456995,tag.list,1719838548,3546110,CIC - General Query,tag,762290,admin,NULL
20676601543077,tag.list,1721981683,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676601543077,tag.list,1721981683,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601543077,tag.list,1721981684,9578413,Authorised To Request Resident Transfers,tag,762290,admin,NULL
20676600493758,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601289198,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601340807,tag.list,1713863594,2293741,User Error - Login/out,tag,4460916,admin,NULL
20676601364470,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601369598,tag.list,1716970035,2172446,Feature/Product Confusion - Creating New Carer/Resident,tag,4460916,admin,NULL
20676601439184,tag.list,1719235133,9578413,Authorised To Request Resident Transfers,tag,762290,admin,NULL
19764512210,tag.list,1543332544,2169137,User Error - Entered on the  wrong timeline,tag,1656942,admin,NULL
20676600717250,tag.list,1681464440,3546110,CIC - General Query,tag,762290,admin,NULL
20676600817225,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601222778,tag.list,1709454835,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676601222778,tag.list,1709454836,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601271237,tag.list,1711625260,3297950,Feature/Product Confusion - How to Create a Care Plan,tag,762290,admin,NULL
19828416717,tag.list,1543827882,2158656,Request - Multi Org Login,tag,1656942,admin,NULL
20676600014062,tag.list,1607506982,4575447,Feature/Product Confusion - Resident Dashboard,tag,3543040,admin,NULL
20676600332988,tag.list,1657630243,3423868,Requested details of in home Clinical or Process not Nourish Support,tag,4460916,admin,NULL
20676600500004,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600939177,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601087198,tag.list,1704830674,3546110,CIC - General Query,tag,762290,admin,NULL
20676601090632,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601466436,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19621749840,tag.list,1542645724,2190296,Bug - permissions - cannot revert to default,tag,1656942,admin,NULL
20676600009083,tag.list,1605624331,4781710,17112020 - Slowdown,tag,3543040,admin,NULL
20676600234991,tag.list,1648739567,3669083,Planned Maintenance - Question,tag,4460916,admin,NULL
20676600771433,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600776298,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601456083,tag.list,1719838535,9450583,Slowdown/Outage 2024 (Fires Workflow),tag,6461379,admin,NULL
20676601456083,tag.list,1719843625,9176729,Team - Support Level 1,tag,762290,admin,NULL
20676600078663,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600264246,tag.list,1652295572,4127432,Feature/product confusion - Body Map,tag,4460916,admin,NULL
20676600747963,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601013252,tag.list,1701118547,8099517,Feature/Product Confusion - General Interactions,tag,6644835,admin,NULL
20676601095505,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601179785,tag.list,1707735780,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676601179785,tag.list,1707735780,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601179785,tag.list,1707738346,8655586,Bot - No Response Closed,tag,6461379,admin,NULL
20676601345178,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601349607,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600138070,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600177585,tag.list,1638285235,2610387,Cornwall Care - PC Login Issue - Device Management,tag,4460916,admin,NULL
20676601088899,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601407121,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27061443044,tag.list,1589390314,2161368,Request - Resident Home Transfer,tag,3543040,admin,NULL
20676600000480,tag.list,1593614262,2158483,Device - Return,tag,3061887,admin,NULL
20676600000673,tag.list,1594129411,2158656,Request - Multi Org Login,tag,3543040,admin,NULL
20676600451149,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600977237,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601350039,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20360290769,tag.list,1547126318,2158452,Request - Multi-org copy Interaction / form,tag,1656942,admin,NULL
20676600385790,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600654934,tag.list,1677773964,6347101,trainer test,tag,5550784,admin,NULL
20676600973698,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601070242,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601361996,tag.list,1715605949,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676601361996,tag.list,1715605949,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601300856,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601359894,tag.list,1715255088,2158656,Request - Multi Org Login,tag,762290,admin,NULL
20676601534390,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24310274736,tag.list,1572430663,2161057,Feature/product confusion - Linking Interactions to care plan section,tag,3543040,admin,NULL
20676600519366,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600592106,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600670612,tag.list,1678456201,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676600670612,tag.list,1678456202,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601093491,tag.list,1705921694,8904191,Slowdown - Production 22/01/2024,tag,6461379,admin,NULL
20676601467448,tag.list,1720541753,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601467448,tag.list,1720541753,8743420,CarePlanner [Plug-In],tag,762290,admin,NULL
20676601467448,tag.list,1720541754,9578413,Authorised To Request Resident Transfers,tag,762290,admin,NULL
20676601467448,tag.list,1720541766,9176729,Team - Support Level 1,tag,762290,admin,NULL
20676601647448,tag.list,1726375621,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601647448,tag.list,1726375622,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676601647448,tag.list,1726375623,5859886,NEW USER WITHIN 7 DAYS,tag,762290,admin,NULL
23485090432,tag.list,1567351950,2162921,Reporting - How to create reports,tag,1656942,admin,NULL
24209833163,tag.list,1571746371,2296587,Feature/product confusion - Supporting Documents,tag,3061887,admin,NULL
24209833163,tag.list,1571818515,2296587,Feature/product confusion - Supporting Documents,tag,3061887,admin,NULL
20676600601755,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600979676,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601085966,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601252046,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601410888,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601426711,tag.list,1718982610,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
23857974862,tag.list,1569597384,2158452,Request - Multi-org copy Interaction / form,tag,424810,admin,NULL
20676601318775,tag.list,1712913261,5859886,NEW USER WITHIN 7 DAYS,tag,762290,admin,NULL
20676601318775,tag.list,1712913261,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676601318775,tag.list,1712913262,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601457855,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601459247,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21403346613,tag.list,1553854161,2158409,Feature/Product Confusion - Organisation Interactions,tag,424810,admin,NULL
21403346613,tag.list,1553852560,2229833,Permissions - Request change,tag,1656942,admin,NULL
25887926654,tag.list,1582550297,2780554,Performance - Reporting,tag,3543040,admin,NULL
20676600051802,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600427221,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600431587,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600707351,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600968383,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601247076,tag.list,1710839214,2158656,Request - Multi Org Login,tag,762290,admin,NULL
20676601308686,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600310902,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600678781,tag.list,1678858524,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676600678781,tag.list,1678858524,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676600382206,tag.list,1661415870,6666133,assessment change,tag,5550784,admin,NULL
25859945778,tag.list,1582372850,2158407,Feature/product confusion - Daily Fluid intake,tag,3061887,admin,NULL
26007587561,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600642780,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600056617,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600187721,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600201589,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600285497,tag.list,1654629026,3546110,CIC - General Query,tag,762290,admin,NULL
20676600387863,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600429785,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600494542,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600537449,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601239317,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601297206,tag.list,1712131220,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601297206,tag.list,1712131220,8743420,CarePlanner [Plug-In],tag,762290,admin,NULL
20676601335115,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601364679,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601445293,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601552007,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601569948,tag.list,1723468476,9158429,Abandoned chat,tag,4412924,admin,NULL
20676601655069,tag.list,1727119999,9996614,23/09/2024 Migration Mass Close By JCantello,tag,6461379,admin,NULL
22326948505,tag.list,1559723132,2158656,Request - Multi Org Login,tag,424810,admin,NULL
24092455888,tag.list,1571070448,2158475,Quickclose Tags – How to set up,tag,3061887,admin,NULL
20676600002931,tag.list,1599568012,3546110,CIC - General Query,tag,762290,admin,NULL
20676600232993,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600242547,tag.list,1650306832,3546110,CIC - General Query,tag,762290,admin,NULL
20676600242547,tag.list,1650400919,3199208,Faulty Device - Non Repairable/Out of Warranty,tag,4460916,admin,NULL
20676600532033,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600880082,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601093538,tag.list,1705922294,8904191,Slowdown - Production 22/01/2024,tag,4412924,admin,NULL
20676601298276,tag.list,1712143699,3546110,CIC - General Query,tag,762290,admin,NULL
24292223870,tag.list,1572257433,2378742,Request - New Feature - Print Handover Report (today &amp; between dates),tag,2977329,admin,NULL
13112043557,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600384056,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676600677770,tag.list,1678792817,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601074132,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601143454,tag.list,1707231304,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676601143454,tag.list,1707231305,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601575216,tag.list,1723448973,5859886,NEW USER WITHIN 7 DAYS,tag,762290,admin,NULL
20676601575216,tag.list,1723448973,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676601575216,tag.list,1723448973,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676600974935,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601033760,tag.list,1701539372,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676601033760,tag.list,1701539372,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601033760,tag.list,1702290010,8486275,Request - General Guide,tag,6644835,admin,NULL
20676601088426,tag.list,1704988206,5859886,NEW USER WITHIN 7 DAYS,tag,762290,admin,NULL
20676601088426,tag.list,1704988206,7836199,NEW USER WITHIN 30 DAYS,tag,762290,admin,NULL
20676601088426,tag.list,1704988206,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
20676601333800,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20676601591283,tag.list,1723924077,7836200,NEW USER WITHIN 60 DAYS,tag,762290,admin,NULL
23071931770,tag.list,1564599013,2158656,Request - Multi Org Login,tag,3061887,admin,NULL
24104937542,tag.list,NULL,NULL,NULL,NULL,NULL,NULL,NULL
